,dataset,backbone,attack_name,defense_name,ratio,test_acc,test_asr,test_ra
930,gtsrb,preactresnet18,wanet,i-bau,0.001,0.9694378463974664,0.0,0.9673826571201272
931,gtsrb,preactresnet18,wanet,i-bau,0.005,0.9861441013460016,0.0,0.9771678599840892
932,gtsrb,preactresnet18,wanet,i-bau,0.01,0.96270783847981,0.0,0.956642800318218
933,gtsrb,preactresnet18,wanet,i-bau,0.05,0.979334916864608,0.0024661893396976,0.973747016706444
934,gtsrb,preactresnet18,wanet,i-bau,0.1,0.9672209026128266,0.0,0.9669848846459824
935,gtsrb,preactresnet18,wanet,d-br,0.001,0.7041963578780681,0.0038981702466189,0.7013524264120923
936,gtsrb,preactresnet18,wanet,d-br,0.005,0.8601741884402216,0.5591089896579157,0.3789180588703261
937,gtsrb,preactresnet18,wanet,d-br,0.01,0.8120348376880443,0.7116149562450278,0.1560859188544152
938,gtsrb,preactresnet18,wanet,d-br,0.05,0.8320665083135392,0.9350835322195704,0.0442322991249005
939,gtsrb,preactresnet18,wanet,d-br,0.1,0.6877276326207442,0.9466189339697691,0.0307875894988066
940,gtsrb,preactresnet18,wanet,d-st,0.001,0.8853523357086303,7.955449482895784e-05,0.8816229116945108
941,gtsrb,preactresnet18,wanet,d-st,0.005,0.8872525732383214,0.0358790771678599,0.8549721559268099
942,gtsrb,preactresnet18,wanet,d-st,0.01,0.8915281076801267,0.0817820206841686,0.8178202068416865
943,gtsrb,preactresnet18,wanet,d-st,0.05,0.8974663499604117,0.5385043754972156,0.4073985680190931
944,gtsrb,preactresnet18,wanet,d-st,0.1,0.8746634996041172,0.6997613365155131,0.2703261734287987
945,gtsrb,preactresnet18,wanet,dde,0.001,0.97624703087886,0.0,0.9743038981702468
946,gtsrb,preactresnet18,wanet,dde,0.005,0.9820269200316706,0.5778838504375498,0.4102625298329355
947,gtsrb,preactresnet18,wanet,dde,0.01,0.966191607284244,0.0011933174224343,0.8916467780429594
948,gtsrb,preactresnet18,wanet,dde,0.05,0.9732383214568489,0.0002386634844868,0.9408114558472552
949,gtsrb,preactresnet18,wanet,dde,0.1,0.9695961995249406,0.0897374701670644,0.8292760540970565
950,gtsrb,preactresnet18,wanet,mbns,0.001,0.9783056215360252,0.0,0.9758949880668256
951,gtsrb,preactresnet18,wanet,mbns,0.005,0.986381631037213,0.2616547334924423,0.7244232299124901
952,gtsrb,preactresnet18,wanet,mbns,0.01,0.9676167854315124,0.0011137629276054,0.854653937947494
953,gtsrb,preactresnet18,wanet,mbns,0.05,0.9731591448931116,0.9105807478122514,0.086634844868735
954,gtsrb,preactresnet18,wanet,mbns,0.1,0.9765637371338084,0.0003977724741447,0.96412092283214
955,gtsrb,preactresnet18,wanet,dbd,0.001,0.904829740524292,0.0,0.90859192609787
956,gtsrb,preactresnet18,wanet,dbd,0.005,0.7999207973480225,0.0,0.8036595582962036
957,gtsrb,preactresnet18,wanet,dbd,0.01,0.8095011711120605,0.0,0.8082737326622009
958,gtsrb,preactresnet18,wanet,dbd,0.05,0.8021377921104431,7.955449837027118e-05,0.801909327507019
959,gtsrb,preactresnet18,wanet,dbd,0.1,0.8403008580207825,0.0,0.8443914651870728
960,gtsrb,vgg19_bn,badnet,no defense,0.001,0.9775930324623912,0.0268098647573587,0.9411296738265712
961,gtsrb,vgg19_bn,badnet,no defense,0.005,0.9775930324623912,0.8286396181384248,0.1673031026252983
962,gtsrb,vgg19_bn,badnet,no defense,0.01,0.97347585114806,0.8683373110580748,0.1276054097056483
963,gtsrb,vgg19_bn,badnet,no defense,0.05,0.9755344418052256,0.9328560063643596,0.0655529037390612
964,gtsrb,vgg19_bn,badnet,no defense,0.1,0.9728424386381632,0.9343675417661098,0.0630071599045346
965,gtsrb,vgg19_bn,badnet,ft,0.001,0.977513855898654,0.0043754972155926,0.9591089896579156
966,gtsrb,vgg19_bn,badnet,ft,0.005,0.9803642121931908,0.7805887032617342,0.2116945107398568
967,gtsrb,vgg19_bn,badnet,ft,0.01,0.9719714964370546,0.8013524264120923,0.1932378679395386
968,gtsrb,vgg19_bn,badnet,ft,0.05,0.978701504354711,0.8787589498806683,0.1181384248210023
969,gtsrb,vgg19_bn,badnet,ft,0.1,0.9760095011876484,0.4638822593476531,0.517024661893397
970,gtsrb,vgg19_bn,badnet,fp,0.001,-1.0,-1.0,-1.0
971,gtsrb,vgg19_bn,badnet,fp,0.005,,,
972,gtsrb,vgg19_bn,badnet,fp,0.01,,,
973,gtsrb,vgg19_bn,badnet,fp,0.05,,,
974,gtsrb,vgg19_bn,badnet,fp,0.1,,,
975,gtsrb,vgg19_bn,badnet,nad,0.001,0.9783847980997624,0.0148766905330151,0.9501988862370724
976,gtsrb,vgg19_bn,badnet,nad,0.005,0.978622327790974,0.8052505966587112,0.1895783611774065
977,gtsrb,vgg19_bn,badnet,nad,0.01,0.9728424386381632,0.8256165473349244,0.169769291964996
978,gtsrb,vgg19_bn,badnet,nad,0.05,0.978068091844814,0.9050119331742243,0.0927605409705648
979,gtsrb,vgg19_bn,badnet,nad,0.1,,,
980,gtsrb,vgg19_bn,badnet,nc,0.001,,,
981,gtsrb,vgg19_bn,badnet,nc,0.005,,,
982,gtsrb,vgg19_bn,badnet,nc,0.01,,,
983,gtsrb,vgg19_bn,badnet,nc,0.05,,,
984,gtsrb,vgg19_bn,badnet,nc,0.1,,,
985,gtsrb,vgg19_bn,badnet,anp,0.001,0.9585114806017418,7.955449482895784e-05,0.9576770087509944
986,gtsrb,vgg19_bn,badnet,anp,0.005,0.9655581947743468,0.0,0.966030230708035
987,gtsrb,vgg19_bn,badnet,anp,0.01,0.9012668250197942,0.0,0.9051710421638822
988,gtsrb,vgg19_bn,badnet,anp,0.05,0.9587490102929532,0.0008750994431185,0.9564041368337312
989,gtsrb,vgg19_bn,badnet,anp,0.1,0.9691211401425178,0.0,0.9684964200477328
990,gtsrb,vgg19_bn,badnet,ac,0.001,0.9575613618368964,7.955449482895784e-05,0.9576770087509944
991,gtsrb,vgg19_bn,badnet,ac,0.005,0.9604908946951702,0.7108194112967383,0.2726332537788385
992,gtsrb,vgg19_bn,badnet,ac,0.01,0.9612034837688044,0.8212410501193318,0.1731901352426412
993,gtsrb,vgg19_bn,badnet,ac,0.05,0.9554235946159936,0.916945107398568,0.0787589498806682
994,gtsrb,vgg19_bn,badnet,ac,0.1,0.9601741884402216,0.937549721559268,0.060222752585521
995,gtsrb,vgg19_bn,badnet,spectral,0.001,0.9649247822644498,0.0107398568019093,0.9456642800318218
996,gtsrb,vgg19_bn,badnet,spectral,0.005,0.9694378463974664,0.8163086714399364,0.1770883054892601
997,gtsrb,vgg19_bn,badnet,spectral,0.01,0.967458432304038,0.8494033412887828,0.1477326968973747
998,gtsrb,vgg19_bn,badnet,spectral,0.05,0.9624703087885986,0.9287987271280828,0.0687350835322195
999,gtsrb,vgg19_bn,badnet,spectral,0.1,0.9658749010292952,0.9455847255369928,0.0521081941129673
1000,gtsrb,vgg19_bn,badnet,abl,0.001,0.1391132224861441,0.0,0.1400159108989657
1001,gtsrb,vgg19_bn,badnet,abl,0.005,0.0308788598574821,0.0,0.0310262529832935
1002,gtsrb,vgg19_bn,badnet,abl,0.01,0.1080760095011876,0.0,0.0668257756563245
1003,gtsrb,vgg19_bn,badnet,abl,0.05,0.0522565320665083,0.0,0.0525059665871121
1004,gtsrb,vgg19_bn,badnet,abl,0.1,0.1235946159936658,0.0048528241845664,0.0940334128878281
1005,gtsrb,vgg19_bn,badnet,clp,0.001,-1.0,-1.0,-1.0
1006,gtsrb,vgg19_bn,badnet,clp,0.005,-1.0,-1.0,-1.0
1007,gtsrb,vgg19_bn,badnet,clp,0.01,-1.0,-1.0,-1.0
1008,gtsrb,vgg19_bn,badnet,clp,0.05,-1.0,-1.0,-1.0
1009,gtsrb,vgg19_bn,badnet,clp,0.1,-1.0,-1.0,-1.0
1010,gtsrb,vgg19_bn,badnet,i-bau,0.001,0.952098178939034,0.0009546539379474,0.92442322991249
1011,gtsrb,vgg19_bn,badnet,i-bau,0.005,0.9560570071258908,0.0229912490055688,0.837867939538584
1012,gtsrb,vgg19_bn,badnet,i-bau,0.01,0.9513855898654,0.0,0.7663484486873509
1013,gtsrb,vgg19_bn,badnet,i-bau,0.05,0.9646872525732384,0.0008750994431185,0.779236276849642
1014,gtsrb,vgg19_bn,badnet,i-bau,0.1,,,
1015,gtsrb,vgg19_bn,badnet,d-br,0.001,0.0551068883610451,0.0,0.0552903739061257
1016,gtsrb,vgg19_bn,badnet,d-br,0.005,0.047347585114806,0.0,0.0472553699284009
1017,gtsrb,vgg19_bn,badnet,d-br,0.01,0.0555819477434679,0.0,0.0558472553699284
1018,gtsrb,vgg19_bn,badnet,d-br,0.05,0.004750593824228,1.0,0.0
1019,gtsrb,vgg19_bn,badnet,d-br,0.1,0.004750593824228,1.0,0.0
1020,gtsrb,vgg19_bn,badnet,d-st,0.001,0.7785431512272367,0.0072394590294351,0.786714399363564
1021,gtsrb,vgg19_bn,badnet,d-st,0.005,0.7094220110847189,0.0291964996022275,0.7178997613365156
1022,gtsrb,vgg19_bn,badnet,d-st,0.01,0.7729216152019003,0.0776451869530628,0.7330946698488464
1023,gtsrb,vgg19_bn,badnet,d-st,0.05,0.7760886777513856,0.0307080350039777,0.7222752585521082
1024,gtsrb,vgg19_bn,badnet,d-st,0.1,0.7944576405384006,0.0860779634049323,0.5618933969769292
1025,gtsrb,vgg19_bn,badnet,dde,0.001,0.9770387965162312,0.0352426412092283,0.9317422434367542
1026,gtsrb,vgg19_bn,badnet,dde,0.005,0.9760886777513856,0.39236276849642,0.5896579156722355
1027,gtsrb,vgg19_bn,badnet,dde,0.01,0.972763262074426,0.6589498806682578,0.334049323786794
1028,gtsrb,vgg19_bn,badnet,dde,0.05,0.9742676167854316,0.249005568814638,0.7401750198886237
1029,gtsrb,vgg19_bn,badnet,dde,0.1,0.9601741884402216,0.0003182179793158,0.9599840891010342
1030,gtsrb,vgg19_bn,badnet,mbns,0.001,0.9766429136975456,0.0315035799522673,0.9381861575178998
1031,gtsrb,vgg19_bn,badnet,mbns,0.005,0.9777513855898654,0.8280031821797932,0.167859984089101
1032,gtsrb,vgg19_bn,badnet,mbns,0.01,0.9737925574030089,0.8690533015115354,0.1268894192521877
1033,gtsrb,vgg19_bn,badnet,mbns,0.05,0.97403008709422,0.933969769291965,0.0644391408114558
1034,gtsrb,vgg19_bn,badnet,mbns,0.1,0.9702296120348376,0.9354017501988864,0.0619729514717581
1035,gtsrb,vgg19_bn,badnet,dbd,0.001,,,
1036,gtsrb,vgg19_bn,badnet,dbd,0.005,,,
1037,gtsrb,vgg19_bn,badnet,dbd,0.01,,,
1038,gtsrb,vgg19_bn,badnet,dbd,0.05,,,
1039,gtsrb,vgg19_bn,badnet,dbd,0.1,,,
1040,gtsrb,vgg19_bn,blended,no defense,0.001,0.976959619952494,0.6461416070007956,0.3158313444709626
1041,gtsrb,vgg19_bn,blended,no defense,0.005,0.97403008709422,0.919013524264121,0.0718377088305489
1042,gtsrb,vgg19_bn,blended,no defense,0.01,0.9771179730799684,0.9607000795544948,0.0332537788385043
1043,gtsrb,vgg19_bn,blended,no defense,0.05,0.9768012668250198,0.9972155926809864,0.0019888623707239
1044,gtsrb,vgg19_bn,blended,no defense,0.1,0.9774346793349168,1.0,0.0
1045,gtsrb,vgg19_bn,blended,ft,0.001,0.9800475059382424,0.6182179793158313,0.3359586316626889
1046,gtsrb,vgg19_bn,blended,ft,0.005,0.9744259699129058,0.9085918854415276,0.0802704852824184
1047,gtsrb,vgg19_bn,blended,ft,0.01,0.979334916864608,0.960620525059666,0.0344470962609387
1048,gtsrb,vgg19_bn,blended,ft,0.05,0.9813935075217736,0.996260938743039,0.0028639618138424
1049,gtsrb,vgg19_bn,blended,ft,0.1,0.9807600950118764,1.0,0.0
1050,gtsrb,vgg19_bn,blended,fp,0.001,,,
1051,gtsrb,vgg19_bn,blended,fp,0.005,,,
1052,gtsrb,vgg19_bn,blended,fp,0.01,,,
1053,gtsrb,vgg19_bn,blended,fp,0.05,,,
1054,gtsrb,vgg19_bn,blended,fp,0.1,,,
1055,gtsrb,vgg19_bn,blended,nad,0.001,0.9764845605700712,0.6392999204455052,0.3221161495624502
1056,gtsrb,vgg19_bn,blended,nad,0.005,0.9744259699129058,0.9167064439140812,0.073428798727128
1057,gtsrb,vgg19_bn,blended,nad,0.01,0.9791765637371338,0.962291169451074,0.0326173428798727
1058,gtsrb,vgg19_bn,blended,nad,0.05,0.9790973871733968,0.9979315831344472,0.0013524264120922
1059,gtsrb,vgg19_bn,blended,nad,0.1,,,
1060,gtsrb,vgg19_bn,blended,nc,0.001,,,
1061,gtsrb,vgg19_bn,blended,nc,0.005,,,
1062,gtsrb,vgg19_bn,blended,nc,0.01,,,
1063,gtsrb,vgg19_bn,blended,nc,0.05,,,
1064,gtsrb,vgg19_bn,blended,nc,0.1,,,
1065,gtsrb,vgg19_bn,blended,anp,0.001,0.9583531274742676,0.4495624502784407,0.4389817024661893
1066,gtsrb,vgg19_bn,blended,anp,0.005,0.936579572446556,0.6061256961018298,0.2851233094669849
1067,gtsrb,vgg19_bn,blended,anp,0.01,0.9628661916072844,0.7726332537788385,0.1948289578361177
1068,gtsrb,vgg19_bn,blended,anp,0.05,0.95083135391924,0.4707239459029435,0.3648369132856006
1069,gtsrb,vgg19_bn,blended,anp,0.1,0.9566904196357878,0.0067621320604614,0.4851233094669849
1070,gtsrb,vgg19_bn,blended,ac,0.001,0.965716547901821,0.5681782020684168,0.356642800318218
1071,gtsrb,vgg19_bn,blended,ac,0.005,0.9696753760886776,0.8719968178202069,0.1119331742243436
1072,gtsrb,vgg19_bn,blended,ac,0.01,0.9719714964370546,0.9241845664280032,0.0649164677804295
1073,gtsrb,vgg19_bn,blended,ac,0.05,0.9619160728424386,0.9992840095465394,0.0007159904534606
1074,gtsrb,vgg19_bn,blended,ac,0.1,0.9647664291369754,0.9984089101034208,0.0014319809069212
1075,gtsrb,vgg19_bn,blended,spectral,0.001,0.972209026128266,0.6431980906921241,0.2856801909307876
1076,gtsrb,vgg19_bn,blended,spectral,0.005,0.9703087885985748,0.8990453460620526,0.0891805887032617
1077,gtsrb,vgg19_bn,blended,spectral,0.01,0.9685669041963578,0.9618933969769292,0.0316626889419252
1078,gtsrb,vgg19_bn,blended,spectral,0.05,0.9713380839271576,0.9995226730310264,0.0004773269689737
1079,gtsrb,vgg19_bn,blended,spectral,0.1,0.9720506730007916,0.999840891010342,7.955449482895784e-05
1080,gtsrb,vgg19_bn,blended,abl,0.001,0.1410134600158353,0.0,0.1050914876690533
1081,gtsrb,vgg19_bn,blended,abl,0.005,0.2582739509105304,0.0,0.1129673826571201
1082,gtsrb,vgg19_bn,blended,abl,0.01,0.1849564528899445,0.0,0.1430389817024661
1083,gtsrb,vgg19_bn,blended,abl,0.05,0.1604117181314331,0.7533015115354017,0.0062052505966587
1084,gtsrb,vgg19_bn,blended,abl,0.1,0.004750593824228,1.0,0.0
1085,gtsrb,vgg19_bn,blended,clp,0.001,-1.0,-1.0,-1.0
1086,gtsrb,vgg19_bn,blended,clp,0.005,-1.0,-1.0,-1.0
1087,gtsrb,vgg19_bn,blended,clp,0.01,-1.0,-1.0,-1.0
1088,gtsrb,vgg19_bn,blended,clp,0.05,-1.0,-1.0,-1.0
1089,gtsrb,vgg19_bn,blended,clp,0.1,-1.0,-1.0,-1.0
1090,gtsrb,vgg19_bn,blended,i-bau,0.001,0.936658749010293,0.5005568814638027,0.2982498011137629
1091,gtsrb,vgg19_bn,blended,i-bau,0.005,0.3276326207442597,0.0044550517104216,0.1084327764518695
1092,gtsrb,vgg19_bn,blended,i-bau,0.01,0.9605700712589074,0.7244232299124901,0.1254574383452665
1093,gtsrb,vgg19_bn,blended,i-bau,0.05,0.9582739509105304,0.528400954653938,0.3052505966587112
1094,gtsrb,vgg19_bn,blended,i-bau,0.1,,,
1095,gtsrb,vgg19_bn,blended,d-br,0.001,0.004750593824228,1.0,0.0
1096,gtsrb,vgg19_bn,blended,d-br,0.005,0.004750593824228,1.0,0.0
1097,gtsrb,vgg19_bn,blended,d-br,0.01,0.0514647664291369,0.0,0.0513126491646778
1098,gtsrb,vgg19_bn,blended,d-br,0.05,0.0506730007917656,0.0,0.0506762132060461
1099,gtsrb,vgg19_bn,blended,d-br,0.1,0.004750593824228,1.0,0.0
1100,gtsrb,vgg19_bn,blended,d-st,0.001,0.8811559778305621,0.568019093078759,0.339538583929992
1101,gtsrb,vgg19_bn,blended,d-st,0.005,0.8015043547110056,0.8951471758154336,0.0782816229116945
1102,gtsrb,vgg19_bn,blended,d-st,0.01,0.8572446555819477,0.9387430389817024,0.0389817024661893
1103,gtsrb,vgg19_bn,blended,d-st,0.05,0.847347585114806,0.2381861575178997,0.1820206841686555
1104,gtsrb,vgg19_bn,blended,d-st,0.1,,,
1105,gtsrb,vgg19_bn,blended,dde,0.001,0.9756927949327,0.7120922832140016,0.2609387430389817
1106,gtsrb,vgg19_bn,blended,dde,0.005,0.9708630245447348,0.9420843277645188,0.048926014319809
1107,gtsrb,vgg19_bn,blended,dde,0.01,0.9711797307996832,0.973587907716786,0.0237867939538583
1108,gtsrb,vgg19_bn,blended,dde,0.05,0.9683293745051464,0.9965791567223548,0.0024661893396976
1109,gtsrb,vgg19_bn,blended,dde,0.1,0.9682501979414092,0.999920445505171,7.955449482895784e-05
1110,gtsrb,vgg19_bn,blended,mbns,0.001,0.9731591448931116,0.645186953062848,0.3166268894192522
1111,gtsrb,vgg19_bn,blended,mbns,0.005,0.9731591448931116,0.8847255369928401,0.0983293556085918
1112,gtsrb,vgg19_bn,blended,mbns,0.01,0.9770387965162312,0.9683373110580747,0.0271280827366746
1113,gtsrb,vgg19_bn,blended,mbns,0.05,0.9771971496437054,0.9972155926809864,0.0020684168655529
1114,gtsrb,vgg19_bn,blended,mbns,0.1,0.9779097387173395,0.9783611774065236,0.0162291169451073
1115,gtsrb,vgg19_bn,blended,dbd,0.001,,,
1116,gtsrb,vgg19_bn,blended,dbd,0.005,,,
1117,gtsrb,vgg19_bn,blended,dbd,0.01,,,
1118,gtsrb,vgg19_bn,blended,dbd,0.05,,,
1119,gtsrb,vgg19_bn,blended,dbd,0.1,,,
1120,gtsrb,vgg19_bn,blind,no defense,0.001,,,
1121,gtsrb,vgg19_bn,blind,no defense,0.005,,,
1122,gtsrb,vgg19_bn,blind,no defense,0.01,,,
1123,gtsrb,vgg19_bn,blind,no defense,0.05,,,
1124,gtsrb,vgg19_bn,blind,no defense,0.1,0.8984164687252574,0.0869530628480509,0.8840095465393795
1125,gtsrb,vgg19_bn,blind,ft,0.001,,,
1126,gtsrb,vgg19_bn,blind,ft,0.005,,,
1127,gtsrb,vgg19_bn,blind,ft,0.01,,,
1128,gtsrb,vgg19_bn,blind,ft,0.05,,,
1129,gtsrb,vgg19_bn,blind,ft,0.1,0.980443388756928,0.0,0.7389817024661893
1130,gtsrb,vgg19_bn,blind,fp,0.001,,,
1131,gtsrb,vgg19_bn,blind,fp,0.005,,,
1132,gtsrb,vgg19_bn,blind,fp,0.01,,,
1133,gtsrb,vgg19_bn,blind,fp,0.05,,,
1134,gtsrb,vgg19_bn,blind,fp,0.1,,,
1135,gtsrb,vgg19_bn,blind,nad,0.001,,,
1136,gtsrb,vgg19_bn,blind,nad,0.005,,,
1137,gtsrb,vgg19_bn,blind,nad,0.01,,,
1138,gtsrb,vgg19_bn,blind,nad,0.05,,,
1139,gtsrb,vgg19_bn,blind,nad,0.1,0.977513855898654,0.0,0.7210023866348448
1140,gtsrb,vgg19_bn,blind,nc,0.001,,,
1141,gtsrb,vgg19_bn,blind,nc,0.005,,,
1142,gtsrb,vgg19_bn,blind,nc,0.01,,,
1143,gtsrb,vgg19_bn,blind,nc,0.05,,,
1144,gtsrb,vgg19_bn,blind,nc,0.1,0.94972288202692,0.0010342084327764,0.939618138424821
1145,gtsrb,vgg19_bn,blind,anp,0.001,,,
1146,gtsrb,vgg19_bn,blind,anp,0.005,,,
1147,gtsrb,vgg19_bn,blind,anp,0.01,,,
1148,gtsrb,vgg19_bn,blind,anp,0.05,,,
1149,gtsrb,vgg19_bn,blind,anp,0.1,0.9090261282660332,0.0542561654733492,0.9081145584725536
1150,gtsrb,vgg19_bn,blind,ac,0.001,,,
1151,gtsrb,vgg19_bn,blind,ac,0.005,,,
1152,gtsrb,vgg19_bn,blind,ac,0.01,,,
1153,gtsrb,vgg19_bn,blind,ac,0.05,,,
1154,gtsrb,vgg19_bn,blind,ac,0.1,,,
1155,gtsrb,vgg19_bn,blind,spectral,0.001,,,
1156,gtsrb,vgg19_bn,blind,spectral,0.005,,,
1157,gtsrb,vgg19_bn,blind,spectral,0.01,,,
1158,gtsrb,vgg19_bn,blind,spectral,0.05,,,
1159,gtsrb,vgg19_bn,blind,spectral,0.1,,,
1160,gtsrb,vgg19_bn,blind,abl,0.001,,,
1161,gtsrb,vgg19_bn,blind,abl,0.005,,,
1162,gtsrb,vgg19_bn,blind,abl,0.01,,,
1163,gtsrb,vgg19_bn,blind,abl,0.05,,,
1164,gtsrb,vgg19_bn,blind,abl,0.1,,,
1165,gtsrb,vgg19_bn,blind,clp,0.001,,,
1166,gtsrb,vgg19_bn,blind,clp,0.005,,,
1167,gtsrb,vgg19_bn,blind,clp,0.01,,,
1168,gtsrb,vgg19_bn,blind,clp,0.05,,,
1169,gtsrb,vgg19_bn,blind,clp,0.1,0.9032462391132224,0.0794749403341288,0.8894988066825775
1170,gtsrb,vgg19_bn,blind,i-bau,0.001,,,
1171,gtsrb,vgg19_bn,blind,i-bau,0.005,,,
1172,gtsrb,vgg19_bn,blind,i-bau,0.01,,,
1173,gtsrb,vgg19_bn,blind,i-bau,0.05,,,
1174,gtsrb,vgg19_bn,blind,i-bau,0.1,0.9437054631828978,0.0,0.8894988066825775
1175,gtsrb,vgg19_bn,blind,d-br,0.001,,,
1176,gtsrb,vgg19_bn,blind,d-br,0.005,,,
1177,gtsrb,vgg19_bn,blind,d-br,0.01,,,
1178,gtsrb,vgg19_bn,blind,d-br,0.05,,,
1179,gtsrb,vgg19_bn,blind,d-br,0.1,,,
1180,gtsrb,vgg19_bn,blind,d-st,0.001,,,
1181,gtsrb,vgg19_bn,blind,d-st,0.005,,,
1182,gtsrb,vgg19_bn,blind,d-st,0.01,,,
1183,gtsrb,vgg19_bn,blind,d-st,0.05,,,
1184,gtsrb,vgg19_bn,blind,d-st,0.1,,,
1185,gtsrb,vgg19_bn,blind,dde,0.001,,,
1186,gtsrb,vgg19_bn,blind,dde,0.005,,,
1187,gtsrb,vgg19_bn,blind,dde,0.01,,,
1188,gtsrb,vgg19_bn,blind,dde,0.05,,,
1189,gtsrb,vgg19_bn,blind,dde,0.1,,,
1190,gtsrb,vgg19_bn,blind,mbns,0.001,,,
1191,gtsrb,vgg19_bn,blind,mbns,0.005,,,
1192,gtsrb,vgg19_bn,blind,mbns,0.01,,,
1193,gtsrb,vgg19_bn,blind,mbns,0.05,,,
1194,gtsrb,vgg19_bn,blind,mbns,0.1,0.848535233570863,0.1237072394590294,0.8443118536197295
1195,gtsrb,vgg19_bn,blind,dbd,0.001,,,
1196,gtsrb,vgg19_bn,blind,dbd,0.005,,,
1197,gtsrb,vgg19_bn,blind,dbd,0.01,,,
1198,gtsrb,vgg19_bn,blind,dbd,0.05,,,
1199,gtsrb,vgg19_bn,blind,dbd,0.1,,,
1200,gtsrb,vgg19_bn,bpp,no defense,0.001,,,
1201,gtsrb,vgg19_bn,bpp,no defense,0.005,,,
1202,gtsrb,vgg19_bn,bpp,no defense,0.01,,,
1203,gtsrb,vgg19_bn,bpp,no defense,0.05,0.982264449722882,0.7992044550517104,0.1965791567223548
1204,gtsrb,vgg19_bn,bpp,no defense,0.1,0.9782264449722882,0.6353221957040572,0.3497215592680986
1205,gtsrb,vgg19_bn,bpp,ft,0.001,,,
1206,gtsrb,vgg19_bn,bpp,ft,0.005,,,
1207,gtsrb,vgg19_bn,bpp,ft,0.01,,,
1208,gtsrb,vgg19_bn,bpp,ft,0.05,,,
1209,gtsrb,vgg19_bn,bpp,ft,0.1,,,
1210,gtsrb,vgg19_bn,bpp,fp,0.001,,,
1211,gtsrb,vgg19_bn,bpp,fp,0.005,,,
1212,gtsrb,vgg19_bn,bpp,fp,0.01,,,
1213,gtsrb,vgg19_bn,bpp,fp,0.05,,,
1214,gtsrb,vgg19_bn,bpp,fp,0.1,,,
1215,gtsrb,vgg19_bn,bpp,nad,0.001,,,
1216,gtsrb,vgg19_bn,bpp,nad,0.005,,,
1217,gtsrb,vgg19_bn,bpp,nad,0.01,,,
1218,gtsrb,vgg19_bn,bpp,nad,0.05,,,
1219,gtsrb,vgg19_bn,bpp,nad,0.1,,,
1220,gtsrb,vgg19_bn,bpp,nc,0.001,,,
1221,gtsrb,vgg19_bn,bpp,nc,0.005,,,
1222,gtsrb,vgg19_bn,bpp,nc,0.01,,,
1223,gtsrb,vgg19_bn,bpp,nc,0.05,,,
1224,gtsrb,vgg19_bn,bpp,nc,0.1,,,
1225,gtsrb,vgg19_bn,bpp,anp,0.001,,,
1226,gtsrb,vgg19_bn,bpp,anp,0.005,,,
1227,gtsrb,vgg19_bn,bpp,anp,0.01,,,
1228,gtsrb,vgg19_bn,bpp,anp,0.05,,,
1229,gtsrb,vgg19_bn,bpp,anp,0.1,,,
1230,gtsrb,vgg19_bn,bpp,ac,0.001,,,
1231,gtsrb,vgg19_bn,bpp,ac,0.005,,,
1232,gtsrb,vgg19_bn,bpp,ac,0.01,,,
1233,gtsrb,vgg19_bn,bpp,ac,0.05,,,
1234,gtsrb,vgg19_bn,bpp,ac,0.1,,,
1235,gtsrb,vgg19_bn,bpp,spectral,0.001,,,
1236,gtsrb,vgg19_bn,bpp,spectral,0.005,,,
1237,gtsrb,vgg19_bn,bpp,spectral,0.01,,,
1238,gtsrb,vgg19_bn,bpp,spectral,0.05,,,
1239,gtsrb,vgg19_bn,bpp,spectral,0.1,,,
1240,gtsrb,vgg19_bn,bpp,abl,0.001,,,
1241,gtsrb,vgg19_bn,bpp,abl,0.005,,,
1242,gtsrb,vgg19_bn,bpp,abl,0.01,,,
1243,gtsrb,vgg19_bn,bpp,abl,0.05,,,
1244,gtsrb,vgg19_bn,bpp,abl,0.1,,,
1245,gtsrb,vgg19_bn,bpp,clp,0.001,,,
1246,gtsrb,vgg19_bn,bpp,clp,0.005,,,
1247,gtsrb,vgg19_bn,bpp,clp,0.01,,,
1248,gtsrb,vgg19_bn,bpp,clp,0.05,,,
1249,gtsrb,vgg19_bn,bpp,clp,0.1,,,
1250,gtsrb,vgg19_bn,bpp,i-bau,0.001,,,
1251,gtsrb,vgg19_bn,bpp,i-bau,0.005,,,
1252,gtsrb,vgg19_bn,bpp,i-bau,0.01,,,
1253,gtsrb,vgg19_bn,bpp,i-bau,0.05,,,
1254,gtsrb,vgg19_bn,bpp,i-bau,0.1,,,
1255,gtsrb,vgg19_bn,bpp,d-br,0.001,,,
1256,gtsrb,vgg19_bn,bpp,d-br,0.005,,,
1257,gtsrb,vgg19_bn,bpp,d-br,0.01,,,
1258,gtsrb,vgg19_bn,bpp,d-br,0.05,,,
1259,gtsrb,vgg19_bn,bpp,d-br,0.1,,,
1260,gtsrb,vgg19_bn,bpp,d-st,0.001,,,
1261,gtsrb,vgg19_bn,bpp,d-st,0.005,,,
1262,gtsrb,vgg19_bn,bpp,d-st,0.01,,,
1263,gtsrb,vgg19_bn,bpp,d-st,0.05,,,
1264,gtsrb,vgg19_bn,bpp,d-st,0.1,,,
1265,gtsrb,vgg19_bn,bpp,dde,0.001,,,
1266,gtsrb,vgg19_bn,bpp,dde,0.005,,,
1267,gtsrb,vgg19_bn,bpp,dde,0.01,,,
