dataset,backbone,attack,defense,pratio,test_acc,test_asr,test_ra
cifar10,densenet161,inputaware,ft,0.005,0.8737999796867371,0.7310000061988831,0.2390000075101852
cifar10,densenet161,inputaware,fp,0.005,0.8501999974250793,0.8467777967453003,0.1430000066757202
cifar10,densenet161,inputaware,nad,0.005,0.8718999624252319,0.7163333296775818,0.2482222318649292
cifar10,densenet161,inputaware,nc,0.005,0.8583999872207642,0.0323333330452442,0.7507777810096741
cifar10,densenet161,inputaware,anp,0.005,0.7627999782562256,0.0893333330750465,0.6244444251060486
cifar10,densenet161,inputaware,ac,0.005,0.7648999691009521,0.6014444231987,0.2718888819217682
cifar10,densenet161,inputaware,spectral,0.005,0.8327999711036682,0.6227777600288391,0.2858889102935791
cifar10,densenet161,inputaware,abl,0.005,0.5972999930381775,0.2988888919353485,0.3158888816833496
cifar10,densenet161,inputaware,dbd,0.005,,,
cifar10,densenet161,inputaware,clp,0.005,,,
cifar10,densenet161,inputaware,d-br,0.005,,,
cifar10,densenet161,inputaware,d-st,0.005,,,
cifar10,densenet161,inputaware,dde,0.005,,,
cifar10,densenet161,inputaware,i-bau,0.005,,,
cifar10,densenet161,inputaware,mbns,0.005,,,
cifar10,preactresnet18,blind,nodefense,0.005,,,
cifar10,preactresnet18,blind,ft,0.005,,,
cifar10,preactresnet18,blind,fp,0.005,,,
cifar10,preactresnet18,blind,nad,0.005,,,
cifar10,preactresnet18,blind,nc,0.005,,,
cifar10,preactresnet18,blind,anp,0.005,,,
cifar10,preactresnet18,blind,ac,0.005,,,
cifar10,preactresnet18,blind,spectral,0.005,,,
cifar10,preactresnet18,blind,abl,0.005,,,
cifar10,preactresnet18,blind,dbd,0.005,,,
cifar10,preactresnet18,blind,clp,0.005,,,
cifar10,preactresnet18,blind,d-br,0.005,,,
cifar10,preactresnet18,blind,d-st,0.005,,,
cifar10,preactresnet18,blind,dde,0.005,,,
cifar10,preactresnet18,blind,i-bau,0.005,,,
cifar10,preactresnet18,blind,mbns,0.005,,,
cifar10,vgg19_bn,blind,nodefense,0.005,,,
cifar10,vgg19_bn,blind,ft,0.005,,,
cifar10,vgg19_bn,blind,fp,0.005,,,
cifar10,vgg19_bn,blind,nad,0.005,,,
cifar10,vgg19_bn,blind,nc,0.005,,,
cifar10,vgg19_bn,blind,anp,0.005,,,
cifar10,vgg19_bn,blind,ac,0.005,,,
cifar10,vgg19_bn,blind,spectral,0.005,,,
cifar10,vgg19_bn,blind,abl,0.005,,,
cifar10,vgg19_bn,blind,dbd,0.005,,,
cifar10,vgg19_bn,blind,clp,0.005,,,
cifar10,vgg19_bn,blind,d-br,0.005,,,
cifar10,vgg19_bn,blind,d-st,0.005,,,
cifar10,vgg19_bn,blind,dde,0.005,,,
cifar10,vgg19_bn,blind,i-bau,0.005,,,
cifar10,vgg19_bn,blind,mbns,0.005,,,
cifar10,convnext_tiny,blind,nodefense,0.005,,,
cifar10,convnext_tiny,blind,ft,0.005,,,
cifar10,convnext_tiny,blind,fp,0.005,,,
cifar10,convnext_tiny,blind,nad,0.005,,,
cifar10,convnext_tiny,blind,nc,0.005,,,
cifar10,convnext_tiny,blind,anp,0.005,,,
cifar10,convnext_tiny,blind,ac,0.005,,,
cifar10,convnext_tiny,blind,spectral,0.005,,,
cifar10,convnext_tiny,blind,abl,0.005,,,
cifar10,convnext_tiny,blind,dbd,0.005,,,
cifar10,convnext_tiny,blind,clp,0.005,,,
cifar10,convnext_tiny,blind,d-br,0.005,,,
cifar10,convnext_tiny,blind,d-st,0.005,,,
cifar10,convnext_tiny,blind,dde,0.005,,,
cifar10,convnext_tiny,blind,i-bau,0.005,,,
cifar10,convnext_tiny,blind,mbns,0.005,,,
cifar10,vit_b_16,blind,nodefense,0.005,,,
cifar10,vit_b_16,blind,ft,0.005,,,
cifar10,vit_b_16,blind,fp,0.005,,,
cifar10,vit_b_16,blind,nad,0.005,,,
cifar10,vit_b_16,blind,nc,0.005,,,
cifar10,vit_b_16,blind,anp,0.005,,,
cifar10,vit_b_16,blind,ac,0.005,,,
cifar10,vit_b_16,blind,spectral,0.005,,,
cifar10,vit_b_16,blind,abl,0.005,,,
cifar10,vit_b_16,blind,dbd,0.005,,,
cifar10,vit_b_16,blind,clp,0.005,,,
cifar10,vit_b_16,blind,d-br,0.005,,,
cifar10,vit_b_16,blind,d-st,0.005,,,
cifar10,vit_b_16,blind,dde,0.005,,,
cifar10,vit_b_16,blind,i-bau,0.005,,,
cifar10,vit_b_16,blind,mbns,0.005,,,
cifar10,efficientnet_b3,blind,nodefense,0.005,,,
cifar10,efficientnet_b3,blind,ft,0.005,,,
cifar10,efficientnet_b3,blind,fp,0.005,,,
cifar10,efficientnet_b3,blind,nad,0.005,,,
cifar10,efficientnet_b3,blind,nc,0.005,,,
cifar10,efficientnet_b3,blind,anp,0.005,,,
cifar10,efficientnet_b3,blind,ac,0.005,,,
cifar10,efficientnet_b3,blind,spectral,0.005,,,
cifar10,efficientnet_b3,blind,abl,0.005,,,
cifar10,efficientnet_b3,blind,dbd,0.005,,,
cifar10,efficientnet_b3,blind,clp,0.005,,,
cifar10,efficientnet_b3,blind,d-br,0.005,,,
cifar10,efficientnet_b3,blind,d-st,0.005,,,
cifar10,efficientnet_b3,blind,dde,0.005,,,
cifar10,efficientnet_b3,blind,i-bau,0.005,,,
cifar10,efficientnet_b3,blind,mbns,0.005,,,
cifar10,mobilenet_v3_large,blind,nodefense,0.005,,,
cifar10,mobilenet_v3_large,blind,ft,0.005,,,
cifar10,mobilenet_v3_large,blind,fp,0.005,,,
cifar10,mobilenet_v3_large,blind,nad,0.005,,,
cifar10,mobilenet_v3_large,blind,nc,0.005,,,
cifar10,mobilenet_v3_large,blind,anp,0.005,,,
cifar10,mobilenet_v3_large,blind,ac,0.005,,,
cifar10,mobilenet_v3_large,blind,spectral,0.005,,,
cifar10,mobilenet_v3_large,blind,abl,0.005,,,
cifar10,mobilenet_v3_large,blind,dbd,0.005,,,
cifar10,mobilenet_v3_large,blind,clp,0.005,,,
cifar10,mobilenet_v3_large,blind,d-br,0.005,,,
cifar10,mobilenet_v3_large,blind,d-st,0.005,,,
cifar10,mobilenet_v3_large,blind,dde,0.005,,,
cifar10,mobilenet_v3_large,blind,i-bau,0.005,,,
cifar10,mobilenet_v3_large,blind,mbns,0.005,,,
cifar10,densenet161,blind,nodefense,0.005,,,
cifar10,densenet161,blind,ft,0.005,,,
cifar10,densenet161,blind,fp,0.005,,,
cifar10,densenet161,blind,nad,0.005,,,
cifar10,densenet161,blind,nc,0.005,,,
cifar10,densenet161,blind,anp,0.005,,,
cifar10,densenet161,blind,ac,0.005,,,
cifar10,densenet161,blind,spectral,0.005,,,
cifar10,densenet161,blind,abl,0.005,,,
cifar10,densenet161,blind,dbd,0.005,,,
cifar10,densenet161,blind,clp,0.005,,,
cifar10,densenet161,blind,d-br,0.005,,,
cifar10,densenet161,blind,d-st,0.005,,,
cifar10,densenet161,blind,dde,0.005,,,
cifar10,densenet161,blind,i-bau,0.005,,,
cifar10,densenet161,blind,mbns,0.005,,,
cifar10,preactresnet18,bpp,nodefense,0.005,,,
cifar10,preactresnet18,bpp,ft,0.005,,,
cifar10,preactresnet18,bpp,fp,0.005,,,
cifar10,preactresnet18,bpp,nad,0.005,,,
cifar10,preactresnet18,bpp,nc,0.005,,,
cifar10,preactresnet18,bpp,anp,0.005,,,
cifar10,preactresnet18,bpp,ac,0.005,,,
cifar10,preactresnet18,bpp,spectral,0.005,,,
cifar10,preactresnet18,bpp,abl,0.005,,,
cifar10,preactresnet18,bpp,dbd,0.005,,,
cifar10,preactresnet18,bpp,clp,0.005,,,
cifar10,preactresnet18,bpp,d-br,0.005,,,
cifar10,preactresnet18,bpp,d-st,0.005,,,
cifar10,preactresnet18,bpp,dde,0.005,,,
cifar10,preactresnet18,bpp,i-bau,0.005,,,
cifar10,preactresnet18,bpp,mbns,0.005,,,
cifar10,vgg19_bn,bpp,nodefense,0.005,,,
cifar10,vgg19_bn,bpp,ft,0.005,,,
cifar10,vgg19_bn,bpp,fp,0.005,,,
cifar10,vgg19_bn,bpp,nad,0.005,,,
cifar10,vgg19_bn,bpp,nc,0.005,,,
cifar10,vgg19_bn,bpp,anp,0.005,,,
cifar10,vgg19_bn,bpp,ac,0.005,,,
cifar10,vgg19_bn,bpp,spectral,0.005,,,
cifar10,vgg19_bn,bpp,abl,0.005,,,
cifar10,vgg19_bn,bpp,dbd,0.005,,,
cifar10,vgg19_bn,bpp,clp,0.005,,,
cifar10,vgg19_bn,bpp,d-br,0.005,,,
cifar10,vgg19_bn,bpp,d-st,0.005,,,
cifar10,vgg19_bn,bpp,dde,0.005,,,
cifar10,vgg19_bn,bpp,i-bau,0.005,,,
cifar10,vgg19_bn,bpp,mbns,0.005,,,
cifar10,convnext_tiny,bpp,nodefense,0.005,,,
cifar10,convnext_tiny,bpp,ft,0.005,,,
cifar10,convnext_tiny,bpp,fp,0.005,,,
cifar10,convnext_tiny,bpp,nad,0.005,,,
cifar10,convnext_tiny,bpp,nc,0.005,,,
cifar10,convnext_tiny,bpp,anp,0.005,,,
cifar10,convnext_tiny,bpp,ac,0.005,,,
cifar10,convnext_tiny,bpp,spectral,0.005,,,
cifar10,convnext_tiny,bpp,abl,0.005,,,
cifar10,convnext_tiny,bpp,dbd,0.005,,,
cifar10,convnext_tiny,bpp,clp,0.005,,,
cifar10,convnext_tiny,bpp,d-br,0.005,,,
cifar10,convnext_tiny,bpp,d-st,0.005,,,
cifar10,convnext_tiny,bpp,dde,0.005,,,
cifar10,convnext_tiny,bpp,i-bau,0.005,,,
cifar10,convnext_tiny,bpp,mbns,0.005,,,
cifar10,vit_b_16,bpp,nodefense,0.005,,,
cifar10,vit_b_16,bpp,ft,0.005,,,
cifar10,vit_b_16,bpp,fp,0.005,,,
cifar10,vit_b_16,bpp,nad,0.005,,,
cifar10,vit_b_16,bpp,nc,0.005,,,
cifar10,vit_b_16,bpp,anp,0.005,,,
cifar10,vit_b_16,bpp,ac,0.005,,,
cifar10,vit_b_16,bpp,spectral,0.005,,,
cifar10,vit_b_16,bpp,abl,0.005,,,
cifar10,vit_b_16,bpp,dbd,0.005,,,
cifar10,vit_b_16,bpp,clp,0.005,,,
cifar10,vit_b_16,bpp,d-br,0.005,,,
cifar10,vit_b_16,bpp,d-st,0.005,,,
cifar10,vit_b_16,bpp,dde,0.005,,,
cifar10,vit_b_16,bpp,i-bau,0.005,,,
cifar10,vit_b_16,bpp,mbns,0.005,,,
cifar10,efficientnet_b3,bpp,nodefense,0.005,,,
cifar10,efficientnet_b3,bpp,ft,0.005,,,
cifar10,efficientnet_b3,bpp,fp,0.005,,,
cifar10,efficientnet_b3,bpp,nad,0.005,,,
cifar10,efficientnet_b3,bpp,nc,0.005,,,
cifar10,efficientnet_b3,bpp,anp,0.005,,,
cifar10,efficientnet_b3,bpp,ac,0.005,,,
cifar10,efficientnet_b3,bpp,spectral,0.005,,,
cifar10,efficientnet_b3,bpp,abl,0.005,,,
cifar10,efficientnet_b3,bpp,dbd,0.005,,,
cifar10,efficientnet_b3,bpp,clp,0.005,,,
cifar10,efficientnet_b3,bpp,d-br,0.005,,,
cifar10,efficientnet_b3,bpp,d-st,0.005,,,
cifar10,efficientnet_b3,bpp,dde,0.005,,,
cifar10,efficientnet_b3,bpp,i-bau,0.005,,,
cifar10,efficientnet_b3,bpp,mbns,0.005,,,
cifar10,mobilenet_v3_large,bpp,nodefense,0.005,,,
cifar10,mobilenet_v3_large,bpp,ft,0.005,,,
cifar10,mobilenet_v3_large,bpp,fp,0.005,,,
cifar10,mobilenet_v3_large,bpp,nad,0.005,,,
cifar10,mobilenet_v3_large,bpp,nc,0.005,,,
cifar10,mobilenet_v3_large,bpp,anp,0.005,,,
cifar10,mobilenet_v3_large,bpp,ac,0.005,,,
cifar10,mobilenet_v3_large,bpp,spectral,0.005,,,
cifar10,mobilenet_v3_large,bpp,abl,0.005,,,
cifar10,mobilenet_v3_large,bpp,dbd,0.005,,,
cifar10,mobilenet_v3_large,bpp,clp,0.005,,,
cifar10,mobilenet_v3_large,bpp,d-br,0.005,,,
cifar10,mobilenet_v3_large,bpp,d-st,0.005,,,
cifar10,mobilenet_v3_large,bpp,dde,0.005,,,
cifar10,mobilenet_v3_large,bpp,i-bau,0.005,,,
cifar10,mobilenet_v3_large,bpp,mbns,0.005,,,
cifar10,densenet161,bpp,nodefense,0.005,,,
cifar10,densenet161,bpp,ft,0.005,,,
cifar10,densenet161,bpp,fp,0.005,,,
cifar10,densenet161,bpp,nad,0.005,,,
cifar10,densenet161,bpp,nc,0.005,,,
cifar10,densenet161,bpp,anp,0.005,,,
cifar10,densenet161,bpp,ac,0.005,,,
cifar10,densenet161,bpp,spectral,0.005,,,
cifar10,densenet161,bpp,abl,0.005,,,
cifar10,densenet161,bpp,dbd,0.005,,,
cifar10,densenet161,bpp,clp,0.005,,,
cifar10,densenet161,bpp,d-br,0.005,,,
cifar10,densenet161,bpp,d-st,0.005,,,
cifar10,densenet161,bpp,dde,0.005,,,
cifar10,densenet161,bpp,i-bau,0.005,,,
cifar10,densenet161,bpp,mbns,0.005,,,
cifar10,preactresnet18,lira,nodefense,0.005,,,
cifar10,preactresnet18,lira,ft,0.005,,,
cifar10,preactresnet18,lira,fp,0.005,,,
cifar10,preactresnet18,lira,nad,0.005,,,
cifar10,preactresnet18,lira,nc,0.005,,,
cifar10,preactresnet18,lira,anp,0.005,,,
cifar10,preactresnet18,lira,ac,0.005,,,
cifar10,preactresnet18,lira,spectral,0.005,,,
cifar10,preactresnet18,lira,abl,0.005,,,
cifar10,preactresnet18,lira,dbd,0.005,,,
cifar10,preactresnet18,lira,clp,0.005,,,
cifar10,preactresnet18,lira,d-br,0.005,,,
cifar10,preactresnet18,lira,d-st,0.005,,,
cifar10,preactresnet18,lira,dde,0.005,,,
cifar10,preactresnet18,lira,i-bau,0.005,,,
cifar10,preactresnet18,lira,mbns,0.005,,,
cifar10,vgg19_bn,lira,nodefense,0.005,,,
cifar10,vgg19_bn,lira,ft,0.005,,,
cifar10,vgg19_bn,lira,fp,0.005,,,
cifar10,vgg19_bn,lira,nad,0.005,,,
cifar10,vgg19_bn,lira,nc,0.005,,,
cifar10,vgg19_bn,lira,anp,0.005,,,
cifar10,vgg19_bn,lira,ac,0.005,,,
cifar10,vgg19_bn,lira,spectral,0.005,,,
cifar10,vgg19_bn,lira,abl,0.005,,,
cifar10,vgg19_bn,lira,dbd,0.005,,,
cifar10,vgg19_bn,lira,clp,0.005,,,
cifar10,vgg19_bn,lira,d-br,0.005,,,
cifar10,vgg19_bn,lira,d-st,0.005,,,
cifar10,vgg19_bn,lira,dde,0.005,,,
cifar10,vgg19_bn,lira,i-bau,0.005,,,
cifar10,vgg19_bn,lira,mbns,0.005,,,
cifar10,convnext_tiny,lira,nodefense,0.005,,,
cifar10,convnext_tiny,lira,ft,0.005,,,
cifar10,convnext_tiny,lira,fp,0.005,,,
cifar10,convnext_tiny,lira,nad,0.005,,,
cifar10,convnext_tiny,lira,nc,0.005,,,
cifar10,convnext_tiny,lira,anp,0.005,,,
cifar10,convnext_tiny,lira,ac,0.005,,,
cifar10,convnext_tiny,lira,spectral,0.005,,,
cifar10,convnext_tiny,lira,abl,0.005,,,
cifar10,convnext_tiny,lira,dbd,0.005,,,
cifar10,convnext_tiny,lira,clp,0.005,,,
cifar10,convnext_tiny,lira,d-br,0.005,,,
cifar10,convnext_tiny,lira,d-st,0.005,,,
cifar10,convnext_tiny,lira,dde,0.005,,,
cifar10,convnext_tiny,lira,i-bau,0.005,,,
cifar10,convnext_tiny,lira,mbns,0.005,,,
cifar10,vit_b_16,lira,nodefense,0.005,,,
cifar10,vit_b_16,lira,ft,0.005,,,
cifar10,vit_b_16,lira,fp,0.005,,,
cifar10,vit_b_16,lira,nad,0.005,,,
cifar10,vit_b_16,lira,nc,0.005,,,
cifar10,vit_b_16,lira,anp,0.005,,,
cifar10,vit_b_16,lira,ac,0.005,,,
cifar10,vit_b_16,lira,spectral,0.005,,,
cifar10,vit_b_16,lira,abl,0.005,,,
cifar10,vit_b_16,lira,dbd,0.005,,,
cifar10,vit_b_16,lira,clp,0.005,,,
cifar10,vit_b_16,lira,d-br,0.005,,,
cifar10,vit_b_16,lira,d-st,0.005,,,
cifar10,vit_b_16,lira,dde,0.005,,,
cifar10,vit_b_16,lira,i-bau,0.005,,,
cifar10,vit_b_16,lira,mbns,0.005,,,
cifar10,efficientnet_b3,lira,nodefense,0.005,,,
cifar10,efficientnet_b3,lira,ft,0.005,,,
cifar10,efficientnet_b3,lira,fp,0.005,,,
cifar10,efficientnet_b3,lira,nad,0.005,,,
cifar10,efficientnet_b3,lira,nc,0.005,,,
cifar10,efficientnet_b3,lira,anp,0.005,,,
cifar10,efficientnet_b3,lira,ac,0.005,,,
cifar10,efficientnet_b3,lira,spectral,0.005,,,
cifar10,efficientnet_b3,lira,abl,0.005,,,
cifar10,efficientnet_b3,lira,dbd,0.005,,,
cifar10,efficientnet_b3,lira,clp,0.005,,,
cifar10,efficientnet_b3,lira,d-br,0.005,,,
cifar10,efficientnet_b3,lira,d-st,0.005,,,
cifar10,efficientnet_b3,lira,dde,0.005,,,
cifar10,efficientnet_b3,lira,i-bau,0.005,,,
cifar10,efficientnet_b3,lira,mbns,0.005,,,
cifar10,mobilenet_v3_large,lira,nodefense,0.005,,,
cifar10,mobilenet_v3_large,lira,ft,0.005,,,
cifar10,mobilenet_v3_large,lira,fp,0.005,,,
cifar10,mobilenet_v3_large,lira,nad,0.005,,,
cifar10,mobilenet_v3_large,lira,nc,0.005,,,
cifar10,mobilenet_v3_large,lira,anp,0.005,,,
cifar10,mobilenet_v3_large,lira,ac,0.005,,,
cifar10,mobilenet_v3_large,lira,spectral,0.005,,,
cifar10,mobilenet_v3_large,lira,abl,0.005,,,
cifar10,mobilenet_v3_large,lira,dbd,0.005,,,
cifar10,mobilenet_v3_large,lira,clp,0.005,,,
cifar10,mobilenet_v3_large,lira,d-br,0.005,,,
cifar10,mobilenet_v3_large,lira,d-st,0.005,,,
cifar10,mobilenet_v3_large,lira,dde,0.005,,,
cifar10,mobilenet_v3_large,lira,i-bau,0.005,,,
cifar10,mobilenet_v3_large,lira,mbns,0.005,,,
cifar10,densenet161,lira,nodefense,0.005,,,
cifar10,densenet161,lira,ft,0.005,,,
cifar10,densenet161,lira,fp,0.005,,,
cifar10,densenet161,lira,nad,0.005,,,
cifar10,densenet161,lira,nc,0.005,,,
cifar10,densenet161,lira,anp,0.005,,,
cifar10,densenet161,lira,ac,0.005,,,
cifar10,densenet161,lira,spectral,0.005,,,
cifar10,densenet161,lira,abl,0.005,,,
cifar10,densenet161,lira,dbd,0.005,,,
cifar10,densenet161,lira,clp,0.005,,,
cifar10,densenet161,lira,d-br,0.005,,,
cifar10,densenet161,lira,d-st,0.005,,,
cifar10,densenet161,lira,dde,0.005,,,
cifar10,densenet161,lira,i-bau,0.005,,,
cifar10,densenet161,lira,mbns,0.005,,,
cifar10,preactresnet18,prototype,nodefense,0.005,,,
cifar10,preactresnet18,prototype,ft,0.005,,,
cifar10,preactresnet18,prototype,fp,0.005,,,
cifar10,preactresnet18,prototype,nad,0.005,,,
cifar10,preactresnet18,prototype,nc,0.005,,,
cifar10,preactresnet18,prototype,anp,0.005,,,
cifar10,preactresnet18,prototype,ac,0.005,,,
cifar10,preactresnet18,prototype,spectral,0.005,,,
cifar10,preactresnet18,prototype,abl,0.005,,,
cifar10,preactresnet18,prototype,dbd,0.005,,,
cifar10,preactresnet18,prototype,clp,0.005,,,
cifar10,preactresnet18,prototype,d-br,0.005,,,
cifar10,preactresnet18,prototype,d-st,0.005,,,
cifar10,preactresnet18,prototype,dde,0.005,,,
cifar10,preactresnet18,prototype,i-bau,0.005,,,
cifar10,preactresnet18,prototype,mbns,0.005,,,
cifar10,vgg19_bn,prototype,nodefense,0.005,,,
cifar10,vgg19_bn,prototype,ft,0.005,,,
cifar10,vgg19_bn,prototype,fp,0.005,,,
cifar10,vgg19_bn,prototype,nad,0.005,,,
cifar10,vgg19_bn,prototype,nc,0.005,,,
cifar10,vgg19_bn,prototype,anp,0.005,,,
cifar10,vgg19_bn,prototype,ac,0.005,,,
cifar10,vgg19_bn,prototype,spectral,0.005,,,
cifar10,vgg19_bn,prototype,abl,0.005,,,
cifar10,vgg19_bn,prototype,dbd,0.005,,,
cifar10,vgg19_bn,prototype,clp,0.005,,,
cifar10,vgg19_bn,prototype,d-br,0.005,,,
cifar10,vgg19_bn,prototype,d-st,0.005,,,
cifar10,vgg19_bn,prototype,dde,0.005,,,
cifar10,vgg19_bn,prototype,i-bau,0.005,,,
cifar10,vgg19_bn,prototype,mbns,0.005,,,
cifar10,convnext_tiny,prototype,nodefense,0.005,,,
cifar10,convnext_tiny,prototype,ft,0.005,,,
cifar10,convnext_tiny,prototype,fp,0.005,,,
cifar10,convnext_tiny,prototype,nad,0.005,,,
cifar10,convnext_tiny,prototype,nc,0.005,,,
cifar10,convnext_tiny,prototype,anp,0.005,,,
cifar10,convnext_tiny,prototype,ac,0.005,,,
cifar10,convnext_tiny,prototype,spectral,0.005,,,
cifar10,convnext_tiny,prototype,abl,0.005,,,
cifar10,convnext_tiny,prototype,dbd,0.005,,,
cifar10,convnext_tiny,prototype,clp,0.005,,,
cifar10,convnext_tiny,prototype,d-br,0.005,,,
cifar10,convnext_tiny,prototype,d-st,0.005,,,
cifar10,convnext_tiny,prototype,dde,0.005,,,
cifar10,convnext_tiny,prototype,i-bau,0.005,,,
cifar10,convnext_tiny,prototype,mbns,0.005,,,
cifar10,vit_b_16,prototype,nodefense,0.005,,,
cifar10,vit_b_16,prototype,ft,0.005,,,
cifar10,vit_b_16,prototype,fp,0.005,,,
cifar10,vit_b_16,prototype,nad,0.005,,,
cifar10,vit_b_16,prototype,nc,0.005,,,
cifar10,vit_b_16,prototype,anp,0.005,,,
cifar10,vit_b_16,prototype,ac,0.005,,,
cifar10,vit_b_16,prototype,spectral,0.005,,,
cifar10,vit_b_16,prototype,abl,0.005,,,
cifar10,vit_b_16,prototype,dbd,0.005,,,
cifar10,vit_b_16,prototype,clp,0.005,,,
cifar10,vit_b_16,prototype,d-br,0.005,,,
cifar10,vit_b_16,prototype,d-st,0.005,,,
cifar10,vit_b_16,prototype,dde,0.005,,,
cifar10,vit_b_16,prototype,i-bau,0.005,,,
cifar10,vit_b_16,prototype,mbns,0.005,,,
cifar10,efficientnet_b3,prototype,nodefense,0.005,,,
cifar10,efficientnet_b3,prototype,ft,0.005,,,
cifar10,efficientnet_b3,prototype,fp,0.005,,,
cifar10,efficientnet_b3,prototype,nad,0.005,,,
cifar10,efficientnet_b3,prototype,nc,0.005,,,
cifar10,efficientnet_b3,prototype,anp,0.005,,,
cifar10,efficientnet_b3,prototype,ac,0.005,,,
cifar10,efficientnet_b3,prototype,spectral,0.005,,,
cifar10,efficientnet_b3,prototype,abl,0.005,,,
cifar10,efficientnet_b3,prototype,dbd,0.005,,,
cifar10,efficientnet_b3,prototype,clp,0.005,,,
cifar10,efficientnet_b3,prototype,d-br,0.005,,,
cifar10,efficientnet_b3,prototype,d-st,0.005,,,
cifar10,efficientnet_b3,prototype,dde,0.005,,,
cifar10,efficientnet_b3,prototype,i-bau,0.005,,,
cifar10,efficientnet_b3,prototype,mbns,0.005,,,
cifar10,mobilenet_v3_large,prototype,nodefense,0.005,,,
cifar10,mobilenet_v3_large,prototype,ft,0.005,,,
cifar10,mobilenet_v3_large,prototype,fp,0.005,,,
cifar10,mobilenet_v3_large,prototype,nad,0.005,,,
cifar10,mobilenet_v3_large,prototype,nc,0.005,,,
cifar10,mobilenet_v3_large,prototype,anp,0.005,,,
cifar10,mobilenet_v3_large,prototype,ac,0.005,,,
cifar10,mobilenet_v3_large,prototype,spectral,0.005,,,
cifar10,mobilenet_v3_large,prototype,abl,0.005,,,
cifar10,mobilenet_v3_large,prototype,dbd,0.005,,,
cifar10,mobilenet_v3_large,prototype,clp,0.005,,,
cifar10,mobilenet_v3_large,prototype,d-br,0.005,,,
cifar10,mobilenet_v3_large,prototype,d-st,0.005,,,
cifar10,mobilenet_v3_large,prototype,dde,0.005,,,
cifar10,mobilenet_v3_large,prototype,i-bau,0.005,,,
cifar10,mobilenet_v3_large,prototype,mbns,0.005,,,
cifar10,densenet161,prototype,nodefense,0.005,,,
cifar10,densenet161,prototype,ft,0.005,,,
cifar10,densenet161,prototype,fp,0.005,,,
cifar10,densenet161,prototype,nad,0.005,,,
cifar10,densenet161,prototype,nc,0.005,,,
cifar10,densenet161,prototype,anp,0.005,,,
cifar10,densenet161,prototype,ac,0.005,,,
cifar10,densenet161,prototype,spectral,0.005,,,
cifar10,densenet161,prototype,abl,0.005,,,
cifar10,densenet161,prototype,dbd,0.005,,,
cifar10,densenet161,prototype,clp,0.005,,,
cifar10,densenet161,prototype,d-br,0.005,,,
cifar10,densenet161,prototype,d-st,0.005,,,
cifar10,densenet161,prototype,dde,0.005,,,
cifar10,densenet161,prototype,i-bau,0.005,,,
cifar10,densenet161,prototype,mbns,0.005,,,
cifar10,preactresnet18,ribac,nodefense,0.005,,,
cifar10,preactresnet18,ribac,ft,0.005,,,
cifar10,preactresnet18,ribac,fp,0.005,,,
cifar10,preactresnet18,ribac,nad,0.005,,,
cifar10,preactresnet18,ribac,nc,0.005,,,
cifar10,preactresnet18,ribac,anp,0.005,,,
cifar10,preactresnet18,ribac,ac,0.005,,,
cifar10,preactresnet18,ribac,spectral,0.005,,,
cifar10,preactresnet18,ribac,abl,0.005,,,
cifar10,preactresnet18,ribac,dbd,0.005,,,
cifar10,preactresnet18,ribac,clp,0.005,,,
cifar10,preactresnet18,ribac,d-br,0.005,,,
cifar10,preactresnet18,ribac,d-st,0.005,,,
cifar10,preactresnet18,ribac,dde,0.005,,,
cifar10,preactresnet18,ribac,i-bau,0.005,,,
cifar10,preactresnet18,ribac,mbns,0.005,,,
cifar10,vgg19_bn,ribac,nodefense,0.005,,,
cifar10,vgg19_bn,ribac,ft,0.005,,,
cifar10,vgg19_bn,ribac,fp,0.005,,,
cifar10,vgg19_bn,ribac,nad,0.005,,,
cifar10,vgg19_bn,ribac,nc,0.005,,,
cifar10,vgg19_bn,ribac,anp,0.005,,,
cifar10,vgg19_bn,ribac,ac,0.005,,,
cifar10,vgg19_bn,ribac,spectral,0.005,,,
cifar10,vgg19_bn,ribac,abl,0.005,,,
cifar10,vgg19_bn,ribac,dbd,0.005,,,
cifar10,vgg19_bn,ribac,clp,0.005,,,
cifar10,vgg19_bn,ribac,d-br,0.005,,,
cifar10,vgg19_bn,ribac,d-st,0.005,,,
cifar10,vgg19_bn,ribac,dde,0.005,,,
cifar10,vgg19_bn,ribac,i-bau,0.005,,,
cifar10,vgg19_bn,ribac,mbns,0.005,,,
cifar10,convnext_tiny,ribac,nodefense,0.005,,,
cifar10,convnext_tiny,ribac,ft,0.005,,,
cifar10,convnext_tiny,ribac,fp,0.005,,,
cifar10,convnext_tiny,ribac,nad,0.005,,,
cifar10,convnext_tiny,ribac,nc,0.005,,,
cifar10,convnext_tiny,ribac,anp,0.005,,,
cifar10,convnext_tiny,ribac,ac,0.005,,,
cifar10,convnext_tiny,ribac,spectral,0.005,,,
cifar10,convnext_tiny,ribac,abl,0.005,,,
cifar10,convnext_tiny,ribac,dbd,0.005,,,
cifar10,convnext_tiny,ribac,clp,0.005,,,
cifar10,convnext_tiny,ribac,d-br,0.005,,,
cifar10,convnext_tiny,ribac,d-st,0.005,,,
cifar10,convnext_tiny,ribac,dde,0.005,,,
cifar10,convnext_tiny,ribac,i-bau,0.005,,,
cifar10,convnext_tiny,ribac,mbns,0.005,,,
